ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-01-18,1453.4661996190641,-1896.3829223861062,3357.9022742028014,1453.4661996190641,1453.4661996190641,-779.0934386199019,-779.0934386199019,-779.0934386199019,21.366499824879423,21.366499824879423,21.366499824879423,-800.4599384447813,-800.4599384447813,-800.4599384447813,0.0,0.0,0.0,674.3727609991622
2014-01-19,1453.5843440179792,-1711.2531631573254,3661.095753730438,1453.5843440179792,1453.5843440179792,-557.9089979870711,-557.9089979870711,-557.9089979870711,203.61296027590865,203.61296027590865,203.61296027590865,-761.5219582629796,-761.5219582629796,-761.5219582629796,0.0,0.0,0.0,895.6753460309081
2014-01-20,1453.702488416894,-1626.4487451685561,3679.203811297348,1453.702488416894,1453.702488416894,-307.23670971743417,-307.23670971743417,-307.23670971743417,411.6149411062,411.6149411062,411.6149411062,-718.8516508236341,-718.8516508236341,-718.8516508236341,0.0,0.0,0.0,1146.4657786994599
2014-01-21,1453.820632815809,-2198.2772292868794,3332.7285328245503,1453.820632815809,1453.820632815809,-846.0148127742169,-846.0148127742169,-846.0148127742169,-172.00787204903364,-172.00787204903364,-172.00787204903364,-674.0069407251833,-674.0069407251833,-674.0069407251833,0.0,0.0,0.0,607.805820041592
2014-01-23,1454.056921613639,-1634.8429655919338,3809.6929470811097,1454.056921613639,1454.056921613639,-428.0946967989186,-428.0946967989186,-428.0946967989186,156.07468269083395,156.07468269083395,156.07468269083395,-584.1693794897526,-584.1693794897526,-584.1693794897526,0.0,0.0,0.0,1025.9622248147202
2014-01-26,1454.4113548103837,-1397.0479898615004,3993.0646341521615,1454.4113548103837,1454.4113548103837,-268.50738478399336,-268.50738478399336,-268.50738478399336,203.61296027427116,203.61296027427116,203.61296027427116,-472.12034505826455,-472.12034505826455,-472.12034505826455,0.0,0.0,0.0,1185.9039700263904
2014-01-27,1454.5294992092986,-1383.1285064374722,4071.507530347032,1454.5294992092986,1454.5294992092986,-34.73251857182896,-34.73251857182896,-34.73251857182896,411.61494110499444,411.61494110499444,411.61494110499444,-446.3474596768234,-446.3474596768234,-446.3474596768234,0.0,0.0,0.0,1419.7969806374697
2014-01-28,1454.6476436082135,-1807.5923518933037,3757.2146768999946,1454.6476436082135,1454.6476436082135,-600.2495780145599,-600.2495780145599,-600.2495780145599,-172.00787204704838,-172.00787204704838,-172.00787204704838,-428.24170596751156,-428.24170596751156,-428.24170596751156,0.0,0.0,0.0,854.3980655936535
2014-01-30,1454.8839324060434,-1665.3342911922696,4016.7981865151633,1454.8839324060434,1454.8839324060434,-262.0923943970708,-262.0923943970708,-262.0923943970708,156.07468269150272,156.07468269150272,156.07468269150272,-418.16707708857354,-418.16707708857354,-418.16707708857354,0.0,0.0,0.0,1192.7915380089726
2014-01-31,1455.0020768049583,-1494.3448691052636,3976.2860268290924,1455.0020768049583,1455.0020768049583,-7.458161025273111,-7.458161025273111,-7.458161025273111,419.7313386406037,419.7313386406037,419.7313386406037,-427.18949966587684,-427.18949966587684,-427.18949966587684,0.0,0.0,0.0,1447.5439157796852
2014-02-01,1455.1202212038734,-1355.2508978165597,3642.752362857402,1455.1202212038734,1455.1202212038734,-424.4677951120405,-424.4677951120405,-424.4677951120405,21.366499825725377,21.366499825725377,21.366499825725377,-445.83429493776583,-445.83429493776583,-445.83429493776583,0.0,0.0,0.0,1030.652426091833
2014-02-02,1455.2383656027882,-1725.0935680369848,3780.5862128365693,1455.2383656027882,1455.2383656027882,-270.3562488954468,-270.3562488954468,-270.3562488954468,203.61296027385734,203.61296027385734,203.61296027385734,-473.9692091693041,-473.9692091693041,-473.9692091693041,0.0,0.0,0.0,1184.8821167073415
2014-02-03,1455.356510001703,-1485.7561703461326,4197.14939788229,1455.356510001703,1455.356510001703,-99.59177987839911,-99.59177987839911,-99.59177987839911,411.6149411054941,411.6149411054941,411.6149411054941,-511.20672098389315,-511.20672098389315,-511.20672098389315,0.0,0.0,0.0,1355.764730123304
2014-02-04,1455.474654400618,-2060.7396169259396,3533.955828606581,1455.474654400618,1455.474654400618,-728.9190342919184,-728.9190342919184,-728.9190342919184,-172.00787204778615,-172.00787204778615,-172.00787204778615,-556.9111622441321,-556.9111622441321,-556.9111622441321,0.0,0.0,0.0,726.5556201086996
2014-02-06,1455.710943198448,-1785.9121594719481,3611.713769035479,1455.710943198448,1455.710943198448,-513.9466530859055,-513.9466530859055,-513.9466530859055,156.07468269054678,156.07468269054678,156.07468269054678,-670.0213357764522,-670.0213357764522,-670.0213357764522,0.0,0.0,0.0,941.7642901125424
2014-02-07,1455.8290875973628,-1535.9370605563322,3780.7234309303653,1455.8290875973628,1455.8290875973628,-315.3288577365613,-315.3288577365613,-315.3288577365613,419.7313386416141,419.7313386416141,419.7313386416141,-735.0601963781754,-735.0601963781754,-735.0601963781754,0.0,0.0,0.0,1140.5002298608015
2014-02-08,1455.9472319962779,-1969.3057753548064,3678.601712794753,1455.9472319962779,1455.9472319962779,-782.5182515408751,-782.5182515408751,-782.5182515408751,21.3664998251722,21.3664998251722,21.3664998251722,-803.8847513660472,-803.8847513660472,-803.8847513660472,0.0,0.0,0.0,673.4289804554028
2014-02-11,1456.3016651930225,-2362.189945098523,2932.392902902523,1456.3016651930225,1456.3016651930225,-1188.8928244659728,-1188.8928244659728,-1188.8928244659728,-172.00787204665093,-172.00787204665093,-172.00787204665093,-1016.884952419322,-1016.884952419322,-1016.884952419322,0.0,0.0,0.0,267.40884072704966
2014-02-12,1456.4198095919376,-3459.1097083526683,2028.6046734213623,1456.4198095919376,1456.4198095919376,-2124.7348276468747,-2124.7348276468747,-2124.7348276468747,-1040.3925504897925,-1040.3925504897925,-1040.3925504897925,-1084.3422771570824,-1084.3422771570824,-1084.3422771570824,0.0,0.0,0.0,-668.3150180549371
2014-02-14,1456.6560983897673,-2195.707010052022,3509.0691208018256,1456.6560983897673,1456.6560983897673,-783.9072606682212,-783.9072606682212,-783.9072606682212,419.7313386411682,419.7313386411682,419.7313386411682,-1203.6385993093893,-1203.6385993093893,-1203.6385993093893,0.0,0.0,0.0,672.7488377215461
2014-02-15,1456.7742427886824,-2508.9395098446253,2831.369051789985,1456.7742427886824,1456.7742427886824,-1230.8958845241825,-1230.8958845241825,-1230.8958845241825,21.366499824619105,21.366499824619105,21.366499824619105,-1252.2623843488016,-1252.2623843488016,-1252.2623843488016,0.0,0.0,0.0,225.87835826449987
2014-02-16,1456.8923871875973,-2477.465209182842,3022.2406061010597,1456.8923871875973,1456.8923871875973,-1087.9863211903878,-1087.9863211903878,-1087.9863211903878,203.61296027402832,203.61296027402832,203.61296027402832,-1291.5992814644162,-1291.5992814644162,-1291.5992814644162,0.0,0.0,0.0,368.90606599720945
2014-02-17,1457.0105315865121,-2280.1887366124024,3189.714957041336,1457.0105315865121,1457.0105315865121,-908.787608876756,-908.787608876756,-908.787608876756,411.6149411060782,411.6149411060782,411.6149411060782,-1320.4025499828344,-1320.4025499828344,-1320.4025499828344,0.0,0.0,0.0,548.2229227097561
2014-02-18,1457.1286759854272,-2709.9665017846173,2854.277000045302,1457.1286759854272,1457.1286759854272,-1509.634477497382,-1509.634477497382,-1509.634477497382,-172.0078720473887,-172.0078720473887,-172.0078720473887,-1337.6266054499933,-1337.6266054499933,-1337.6266054499933,0.0,0.0,0.0,-52.505801511954814
2014-02-20,1457.364964783257,-2102.2973684603876,2947.5012694824163,1457.364964783257,1457.364964783257,-1178.2301801288331,-1178.2301801288331,-1178.2301801288331,156.07468269188428,156.07468269188428,156.07468269188428,-1334.3048628207173,-1334.3048628207173,-1334.3048628207173,0.0,0.0,0.0,279.1347846544238
2014-02-21,1457.4831091821718,-2219.218517361528,3186.452774022137,1457.4831091821718,1457.4831091821718,-893.1403458209963,-893.1403458209963,-893.1403458209963,419.7313386426434,419.7313386426434,419.7313386426434,-1312.8716844636397,-1312.8716844636397,-1312.8716844636397,0.0,0.0,0.0,564.3427633611755
2014-02-22,1457.601253581087,-2555.020741307337,3030.621146189328,1457.601253581087,1457.601253581087,-1256.7403898382213,-1256.7403898382213,-1256.7403898382213,21.366499826018067,21.366499826018067,21.366499826018067,-1278.1068896642396,-1278.1068896642396,-1278.1068896642396,0.0,0.0,0.0,200.8608637428656
2014-02-23,1457.7193979800018,-2138.027066090683,3027.7585345257603,1457.7193979800018,1457.7193979800018,-1026.6222951669513,-1026.6222951669513,-1026.6222951669513,203.61296027472554,203.61296027472554,203.61296027472554,-1230.2352554416768,-1230.2352554416768,-1230.2352554416768,0.0,0.0,0.0,431.09710281305047
2014-02-24,1457.8375423789166,-2147.681452008605,3504.235977471785,1457.8375423789166,1457.8375423789166,-758.1328625298626,-758.1328625298626,-758.1328625298626,411.6149411065777,411.6149411065777,411.6149411065777,-1169.7478036364403,-1169.7478036364403,-1169.7478036364403,0.0,0.0,0.0,699.7046798490541
2014-02-27,1458.191979597972,-2180.5859170771364,3342.669751428827,1458.191979597972,1458.191979597972,-765.1683588196983,-765.1683588196983,-765.1683588196983,156.07468269092834,156.07468269092834,156.07468269092834,-921.2430415106265,-921.2430415106265,-921.2430415106265,0.0,0.0,0.0,693.0236207782738
2014-03-01,1458.428271077342,-1956.2647581541482,3433.7930543082603,1458.428271077342,1458.428271077342,-690.7923418716034,-690.7923418716034,-690.7923418716034,21.36649982546495,21.36649982546495,21.36649982546495,-712.1588416970684,-712.1588416970684,-712.1588416970684,0.0,0.0,0.0,767.6359292057386
2014-03-02,1458.5464168170272,-1731.9936779298937,3690.6782936941645,1458.5464168170272,1458.5464168170272,-395.627719777811,-395.627719777811,-395.627719777811,203.61296027542286,203.61296027542286,203.61296027542286,-599.2406800532339,-599.2406800532339,-599.2406800532339,0.0,0.0,0.0,1062.918697039216
2014-03-03,1458.6645625567123,-1292.9427036036755,4117.219203497144,1458.6645625567123,1458.6645625567123,-71.47211873109673,-71.47211873109673,-71.47211873109673,411.61494110495727,411.61494110495727,411.61494110495727,-483.08705983605404,-483.08705983605404,-483.08705983605404,0.0,0.0,0.0,1387.1924438256156
2014-03-04,1458.7827082963975,-1792.4310122414931,3805.8906451064076,1458.7827082963975,1458.7827082963975,-537.5451598780588,-537.5451598780588,-537.5451598780588,-172.00787204656623,-172.00787204656623,-172.00787204656623,-365.5372878314926,-365.5372878314926,-365.5372878314926,0.0,0.0,0.0,921.2375484183386
2014-03-05,1458.9008540360824,-2589.4884087474215,2851.151588810859,1458.9008540360824,1458.9008540360824,-1288.838874548717,-1288.838874548717,-1288.838874548717,-1040.3925504897686,-1040.3925504897686,-1040.3925504897686,-248.44632405894853,-248.44632405894853,-248.44632405894853,0.0,0.0,0.0,170.0619794873653
2014-03-07,1459.1371455154526,-984.0246779407616,4474.753788312194,1459.1371455154526,1459.1371455154526,396.8252766115969,396.8252766115969,396.8252766115969,419.73133864178254,419.73133864178254,419.73133864178254,-22.906062030185637,-22.906062030185637,-22.906062030185637,0.0,0.0,0.0,1855.9624221270496
2014-03-10,1459.4915827345078,-577.2656755777396,4918.105032158312,1459.4915827345078,1459.4915827345078,680.5208826875129,680.5208826875129,680.5208826875129,411.6149411050419,411.6149411050419,411.6149411050419,268.9059415824709,268.9059415824709,268.9059415824709,0.0,0.0,0.0,2140.012465422021
2014-03-11,1459.609728474193,-1233.4971738496154,4463.778288263035,1459.609728474193,1459.609728474193,176.1236759973231,176.1236759973231,176.1236759973231,-172.00787204772902,-172.00787204772902,-172.00787204772902,348.1315480450521,348.1315480450521,348.1315480450521,0.0,0.0,0.0,1635.733404471516
2014-03-14,1459.964165693248,-243.0817400901098,5344.3916135424015,1459.964165693248,1459.964165693248,937.7316474880304,937.7316474880304,937.7316474880304,419.7313386418326,419.7313386418326,419.7313386418326,518.0003088461978,518.0003088461978,518.0003088461978,0.0,0.0,0.0,2397.6958131812785
2014-03-15,1460.082311432933,-765.7527527976085,4771.947603906786,1460.082311432933,1460.082311432933,571.6463857569181,571.6463857569181,571.6463857569181,21.36649982516116,21.36649982516116,21.36649982516116,550.2798859317569,550.2798859317569,550.2798859317569,0.0,0.0,0.0,2031.7286971898511
2014-03-16,1460.2004571726181,-544.5553170053137,5076.863256532562,1460.2004571726181,1460.2004571726181,773.7311854400673,773.7311854400673,773.7311854400673,203.6129602744827,203.6129602744827,203.6129602744827,570.1182251655847,570.1182251655847,570.1182251655847,0.0,0.0,0.0,2233.931642612685
2014-03-17,1460.3186029123033,-311.76504897416476,5242.691535130633,1460.3186029123033,1460.3186029123033,989.324964822498,989.324964822498,989.324964822498,411.61494110554145,411.61494110554145,411.61494110554145,577.7100237169566,577.7100237169566,577.7100237169566,0.0,0.0,0.0,2449.6435677348013
2014-03-18,1460.4367486519884,-822.3365850882611,4721.606015767306,1460.4367486519884,1460.4367486519884,401.467060784195,401.467060784195,401.467060784195,-172.00787204846674,-172.00787204846674,-172.00787204846674,573.4749328326617,573.4749328326617,573.4749328326617,0.0,0.0,0.0,1861.9038094361833
2014-03-19,1460.5548943916735,-1598.8546890518196,3708.3107458336904,1460.5548943916735,1460.5548943916735,-482.35067079172296,-482.35067079172296,-482.35067079172296,-1040.3925504893991,-1040.3925504893991,-1040.3925504893991,558.0418796976763,558.0418796976763,558.0418796976763,0.0,0.0,0.0,978.2042235999506
2014-03-21,1460.7911858710438,-394.57133785212017,4928.764752778258,1460.7911858710438,1460.7911858710438,916.7510214499082,916.7510214499082,916.7510214499082,419.73133864234705,419.73133864234705,419.73133864234705,497.01968280756114,497.01968280756114,497.01968280756114,0.0,0.0,0.0,2377.542207320952
2014-03-22,1460.9093316107287,-579.7601947456963,4684.626276206671,1460.9093316107287,1460.9093316107287,474.9021003113433,474.9021003113433,474.9021003113433,21.366499825757753,21.366499825757753,21.366499825757753,453.53560048558563,453.53560048558563,453.53560048558563,0.0,0.0,0.0,1935.811431922072
2014-03-23,1461.0274773504136,-546.472822175889,4781.625552186522,1461.0274773504136,1461.0274773504136,606.6200495526739,606.6200495526739,606.6200495526739,203.61296027517997,203.61296027517997,203.61296027517997,403.00708927749395,403.00708927749395,403.00708927749395,0.0,0.0,0.0,2067.6475269030875
2014-03-24,1461.1456230900988,-407.4019191394996,4970.320101360614,1461.1456230900988,1461.1456230900988,758.3569513731776,758.3569513731776,758.3569513731776,411.61494110604093,411.61494110604093,411.61494110604093,346.7420102671366,346.7420102671366,346.7420102671366,0.0,0.0,0.0,2219.5025744632762
2014-03-25,1461.2637688297839,-1201.1470387186769,4468.280611777536,1461.2637688297839,1461.2637688297839,114.0858016555829,114.0858016555829,114.0858016555829,-172.00787204920445,-172.00787204920445,-172.00787204920445,286.09367370478736,286.09367370478736,286.09367370478736,0.0,0.0,0.0,1575.3495704853667
2014-03-26,1461.381914569469,-2063.996160824994,3454.2347268000244,1461.381914569469,1461.381914569469,-817.9638478782242,-817.9638478782242,-817.9638478782242,-1040.392550489658,-1040.392550489658,-1040.392550489658,222.42870261143386,222.42870261143386,222.42870261143386,0.0,0.0,0.0,643.4180666912448
2014-03-28,1461.6182060488393,-839.801644088415,4622.864579972828,1461.6182060488393,1461.6182060488393,511.12622019122034,511.12622019122034,511.12622019122034,419.7313386414364,419.7313386414364,419.7313386414364,91.39488154978386,91.39488154978386,91.39488154978386,0.0,0.0,0.0,1972.7444262400595
2014-03-29,1461.7363517885244,-1128.8132919215986,4390.466540928744,1461.7363517885244,1461.7363517885244,47.91765679140841,47.91765679140841,47.91765679140841,21.366499825204592,21.366499825204592,21.366499825204592,26.55115696620382,26.55115696620382,26.55115696620382,0.0,0.0,0.0,1509.654008579933
2014-03-30,1461.8544975282093,-1223.0388464867044,4375.770197003871,1461.8544975282093,1461.8544975282093,167.3012845104095,167.3012845104095,167.3012845104095,203.61296027465366,203.61296027465366,203.61296027465366,-36.311675764244164,-36.311675764244164,-36.311675764244164,0.0,0.0,0.0,1629.1557820386188
2014-03-31,1461.9726432678945,-1025.755258040556,4278.857507654729,1461.9726432678945,1461.9726432678945,315.4228330997142,315.4228330997142,315.4228330997142,411.6149411061255,411.6149411061255,411.6149411061255,-96.19210800641137,-96.19210800641137,-96.19210800641137,0.0,0.0,0.0,1777.3954763676086
2014-04-01,1462.0907890075794,-1755.266151681274,3865.503227664183,1462.0907890075794,1462.0907890075794,-324.23667336240845,-324.23667336240845,-324.23667336240845,-172.0078720476443,-172.0078720476443,-172.0078720476443,-152.22880131476413,-152.22880131476413,-152.22880131476413,0.0,0.0,0.0,1137.8541156451709
2014-04-02,1462.2089347472645,-2465.39676886886,2998.4079976734442,1462.2089347472645,1462.2089347472645,-1244.106786294216,-1244.106786294216,-1244.106786294216,-1040.392550489517,-1040.392550489517,-1040.392550489517,-203.71423580469906,-203.71423580469906,-203.71423580469906,0.0,0.0,0.0,218.10214845304858
2014-04-03,1462.3270804869496,-1495.5990733507451,4190.184653648934,1462.3270804869496,1462.3270804869496,-94.02930036848348,-94.02930036848348,-94.02930036848348,156.07468268986042,156.07468268986042,156.07468268986042,-250.10398305834394,-250.10398305834394,-250.10398305834394,0.0,0.0,0.0,1368.297780118466
2014-04-04,1462.4452262266348,-947.7346817375271,4667.601174873205,1462.4452262266348,1462.4452262266348,128.70984485884875,128.70984485884875,128.70984485884875,419.73133864052585,419.73133864052585,419.73133864052585,-291.0214937816771,-291.0214937816771,-291.0214937816771,0.0,0.0,0.0,1591.1550710854835
2014-04-05,1462.56337196632,-1757.2050487617096,3855.4276891846107,1462.56337196632,1462.56337196632,-304.891909157625,-304.891909157625,-304.891909157625,21.366499824651502,21.366499824651502,21.366499824651502,-326.2584089822765,-326.2584089822765,-326.2584089822765,0.0,0.0,0.0,1157.671462808695
2014-04-06,1462.681517706005,-1763.8090445339703,3682.704118110862,1462.681517706005,1462.681517706005,-152.15755919180913,-152.15755919180913,-152.15755919180913,203.6129602752385,203.6129602752385,203.6129602752385,-355.7705194670476,-355.7705194670476,-355.7705194670476,0.0,0.0,0.0,1310.5239585141958
2014-04-07,1462.79966344569,-1257.6381830318505,4070.5902201368394,1462.79966344569,1462.79966344569,31.94533222495226,31.94533222495226,31.94533222495226,411.61494110577263,411.61494110577263,411.61494110577263,-379.66960888082036,-379.66960888082036,-379.66960888082036,0.0,0.0,0.0,1494.744995670642
2014-04-08,1462.917809185375,-1918.6395418599025,3401.877047717797,1462.917809185375,1462.917809185375,-570.2193896079442,-570.2193896079442,-570.2193896079442,-172.00787204880706,-172.00787204880706,-172.00787204880706,-398.21151755913706,-398.21151755913706,-398.21151755913706,0.0,0.0,0.0,892.6984195774309
2014-04-11,1463.2722464044302,-1365.5765068830356,4327.327851130849,1463.2722464044302,1463.2722464044302,-6.341705228076399,-6.341705228076399,-6.341705228076399,419.73133864104034,419.73133864104034,419.73133864104034,-426.07304386911676,-426.07304386911676,-426.07304386911676,0.0,0.0,0.0,1456.930541176354
2014-04-12,1463.3903921441154,-1558.4950142986318,3784.3307483765193,1463.3903921441154,1463.3903921441154,-406.66851824498923,-406.66851824498923,-406.66851824498923,21.366499824900817,21.366499824900817,21.366499824900817,-428.03501806989004,-428.03501806989004,-428.03501806989004,0.0,0.0,0.0,1056.7218738991262
2014-04-13,1463.5085378838005,-1529.1497301302675,4099.569532033678,1463.5085378838005,1463.5085378838005,-223.8445609655374,-223.8445609655374,-223.8445609655374,203.61296027482462,203.61296027482462,203.61296027482462,-427.45752124036204,-427.45752124036204,-427.45752124036204,0.0,0.0,0.0,1239.6639769182632
2014-04-15,1463.7448293631705,-1930.8037730542528,3510.128760663307,1463.7448293631705,1463.7448293631705,-593.5719605332647,-593.5719605332647,-593.5719605332647,-172.0078720499698,-172.0078720499698,-172.0078720499698,-421.56408848329494,-421.56408848329494,-421.56408848329494,0.0,0.0,0.0,870.1728688299058
2014-04-16,1463.8629751028557,-2712.7423185738908,2913.020479234256,1463.8629751028557,1463.8629751028557,-1458.0546888095673,-1458.0546888095673,-1458.0546888095673,-1040.3925504902077,-1040.3925504902077,-1040.3925504902077,-417.6621383193598,-417.6621383193598,-417.6621383193598,0.0,0.0,0.0,5.808286293288347
2014-04-18,1464.0992665822257,-1316.0775538714138,4183.399948158066,1464.0992665822257,1464.0992665822257,8.54901748724599,8.54901748724599,8.54901748724599,419.73133864109025,419.73133864109025,419.73133864109025,-411.1823211538442,-411.1823211538442,-411.1823211538442,0.0,0.0,0.0,1472.6482840694716
2014-04-19,1464.2174109926134,-1822.315898300542,3848.479327765138,1464.2174109926134,1464.2174109926134,-388.33353203776295,-388.33353203776295,-388.33353203776295,21.366499825497407,21.366499825497407,21.366499825497407,-409.70003186326034,-409.70003186326034,-409.70003186326034,0.0,0.0,0.0,1075.8838789548504
2014-04-20,1464.3355554030009,-1435.9690144911435,3787.1758326611603,1464.3355554030009,1464.3355554030009,-206.36128776439847,-206.36128776439847,-206.36128776439847,203.61296027552194,203.61296027552194,203.61296027552194,-409.9742480399204,-409.9742480399204,-409.9742480399204,0.0,0.0,0.0,1257.9742676386024
2014-04-21,1464.4536998133885,-1443.3881790838423,4071.8591389486714,1464.4536998133885,1464.4536998133885,-0.7025557922819841,-0.7025557922819841,-0.7025557922819841,411.6149411059192,411.6149411059192,411.6149411059192,-412.31749689820117,-412.31749689820117,-412.31749689820117,0.0,0.0,0.0,1463.7511440211065
2014-04-22,1464.571844223776,-1750.3142037248524,3578.9683659150724,1464.571844223776,1464.571844223776,-588.9405250362172,-588.9405250362172,-588.9405250362172,-172.0078720484096,-172.0078720484096,-172.0078720484096,-416.93265298780756,-416.93265298780756,-416.93265298780756,0.0,0.0,0.0,875.6313191875588
2014-04-23,1464.6899886341635,-2455.8886533684004,2845.5544392689253,1464.6899886341635,1464.6899886341635,-1464.3021747469436,-1464.3021747469436,-1464.3021747469436,-1040.3925504899796,-1040.3925504899796,-1040.3925504899796,-423.9096242569639,-423.9096242569639,-423.9096242569639,0.0,0.0,0.0,0.3878138872198633
2014-04-25,1464.9262774549384,-1240.7879677679982,4247.352015695821,1464.9262774549384,1464.9262774549384,-25.01683523757974,-25.01683523757974,-25.01683523757974,419.73133864114016,419.73133864114016,419.73133864114016,-444.7481738787199,-444.7481738787199,-444.7481738787199,0.0,0.0,0.0,1439.9094422173587
2014-04-26,1465.0444218653258,-1612.2917697231912,3601.127077928883,1465.0444218653258,1465.0444218653258,-436.8764393534397,-436.8764393534397,-436.8764393534397,21.36649982459698,21.36649982459698,21.36649982459698,-458.24293917803664,-458.24293917803664,-458.24293917803664,0.0,0.0,0.0,1028.167982511886
2014-04-28,1465.280710686101,-1339.5098992679398,3979.7472356121143,1465.280710686101,1465.280710686101,-78.1432979403781,-78.1432979403781,-78.1432979403781,411.6149411051512,411.6149411051512,411.6149411051512,-489.7582390455293,-489.7582390455293,-489.7582390455293,0.0,0.0,0.0,1387.137412745723
2014-04-29,1465.3988550964884,-1796.5317171824886,3498.1352231794726,1465.3988550964884,1465.3988550964884,-678.9043733403049,-678.9043733403049,-678.9043733403049,-172.00787204914735,-172.00787204914735,-172.00787204914735,-506.8965012911575,-506.8965012911575,-506.8965012911575,0.0,0.0,0.0,786.4944817561835
2014-04-30,1465.516999506876,-2811.577822343063,2535.306441490875,1465.516999506876,1465.516999506876,-1564.6654570932858,-1564.6654570932858,-1564.6654570932858,-1040.3925504897518,-1040.3925504897518,-1040.3925504897518,-524.272906603534,-524.272906603534,-524.272906603534,0.0,0.0,0.0,-99.1484575864099
2014-05-02,1465.753288327651,-1497.93445372302,4148.086549621302,1465.753288327651,1465.753288327651,-137.76690389397825,-137.76690389397825,-137.76690389397825,419.7313386402296,419.7313386402296,419.7313386402296,-557.4982425342079,-557.4982425342079,-557.4982425342079,0.0,0.0,0.0,1327.9863844336728
